filepath,note,midi,velocity,articulation,pedal,duration,take
data\piano_phase3\A#2\A#2_v60_staccato_ped_t1.wav,A#2,46,60,staccato,1,0.752,1
data\piano_phase3\A#2\A#2_v110_portato_noped_t1.wav,A#2,46,110,portato,0,1.188,1
data\piano_phase3\A#2\A#2_v30_staccato_ped_t1.wav,A#2,46,30,staccato,1,0.759,1
data\piano_phase3\A#2\A#2_v110_legato_noped_t1.wav,A#2,46,110,legato,0,2.335,1
data\piano_phase3\A#2\A#2_v60_sustain_noped_t1.wav,A#2,46,60,sustain,0,1.856,1
data\piano_phase3\A#2\A#2_v90_legato_ped_t1.wav,A#2,46,90,legato,1,2.335,1
data\piano_phase3\A#2\A#2_v60_legato_noped_t1.wav,A#2,46,60,legato,0,2.338,1
data\piano_phase3\A#2\A#2_v110_sustain_noped_t1.wav,A#2,46,110,sustain,0,1.848,1
data\piano_phase3\A#2\A#2_v90_sustain_ped_t1.wav,A#2,46,90,sustain,1,1.847,1
data\piano_phase3\A#2\A#2_v60_portato_ped_t1.wav,A#2,46,60,portato,1,1.196,1
data\piano_phase3\A#2\A#2_v90_portato_noped_t1.wav,A#2,46,90,portato,0,1.195,1
data\piano_phase3\A#2\A#2_v60_legato_ped_t1.wav,A#2,46,60,legato,1,2.338,1
data\piano_phase3\A#2\A#2_v60_sustain_ped_t1.wav,A#2,46,60,sustain,1,1.856,1
data\piano_phase3\A#2\A#2_v30_legato_ped_t1.wav,A#2,46,30,legato,1,2.351,1
data\piano_phase3\A#2\A#2_v30_portato_noped_t1.wav,A#2,46,30,portato,0,1.212,1
data\piano_phase3\A#2\A#2_v30_legato_noped_t1.wav,A#2,46,30,legato,0,2.351,1
data\piano_phase3\A#2\A#2_v90_staccato_noped_t1.wav,A#2,46,90,staccato,0,0.746,1
data\piano_phase3\B2\B2_v110_portato_ped_t1.wav,B2,47,110,portato,1,1.14,1
data\piano_phase3\B2\B2_v60_sustain_noped_t1.wav,B2,47,60,sustain,0,1.796,1
data\piano_phase3\B2\B2_v30_staccato_noped_t1.wav,B2,47,30,staccato,0,0.668,1
data\piano_phase3\B2\B2_v60_legato_ped_t1.wav,B2,47,60,legato,1,2.258,1
data\piano_phase3\B2\B2_v30_sustain_noped_t1.wav,B2,47,30,sustain,0,1.78,1
data\piano_phase3\B2\B2_v90_sustain_ped_t1.wav,B2,47,90,sustain,1,1.796,1
data\piano_phase3\B2\B2_v110_staccato_noped_t1.wav,B2,47,110,staccato,0,0.694,1
data\piano_phase3\B2\B2_v110_staccato_ped_t1.wav,B2,47,110,staccato,1,0.694,1
data\piano_phase3\B2\B2_v90_portato_ped_t1.wav,B2,47,90,portato,1,1.14,1
data\piano_phase3\B2\B2_v110_sustain_ped_t1.wav,B2,47,110,sustain,1,1.796,1
data\piano_phase3\B2\B2_v30_portato_noped_t1.wav,B2,47,30,portato,0,1.131,1
data\piano_phase3\B2\B2_v90_portato_noped_t1.wav,B2,47,90,portato,0,1.14,1
data\piano_phase3\B2\B2_v110_portato_noped_t1.wav,B2,47,110,portato,0,1.14,1
data\piano_phase3\B2\B2_v30_staccato_ped_t1.wav,B2,47,30,staccato,1,0.668,1
data\piano_phase3\B2\B2_v30_sustain_ped_t1.wav,B2,47,30,sustain,1,1.78,1
data\piano_phase3\B2\B2_v30_legato_noped_t1.wav,B2,47,30,legato,0,2.251,1
data\piano_phase3\B2\B2_v30_portato_ped_t1.wav,B2,47,30,portato,1,1.131,1
data\piano_phase3\B2\B2_v30_legato_ped_t1.wav,B2,47,30,legato,1,2.251,1
data\piano_phase3\B2\B2_v90_sustain_noped_t1.wav,B2,47,90,sustain,0,1.796,1
data\piano_phase3\B2\B2_v60_staccato_ped_t1.wav,B2,47,60,staccato,1,0.687,1
data\piano_phase3\B2\B2_v60_staccato_noped_t1.wav,B2,47,60,staccato,0,0.687,1
data\piano_phase3\B2\B2_v60_legato_noped_t1.wav,B2,47,60,legato,0,2.258,1
data\piano_phase3\C3\C3_v30_legato_noped_t1.wav,C3,48,30,legato,0,2.251,1
data\piano_phase3\C3\C3_v110_sustain_ped_t1.wav,C3,48,110,sustain,1,1.792,1
data\piano_phase3\C3\C3_v110_staccato_ped_t1.wav,C3,48,110,staccato,1,0.691,1
data\piano_phase3\C3\C3_v90_staccato_noped_t1.wav,C3,48,90,staccato,0,0.696,1
data\piano_phase3\C3\C3_v30_portato_noped_t1.wav,C3,48,30,portato,0,1.125,1
data\piano_phase3\C3\C3_v60_legato_noped_t1.wav,C3,48,60,legato,0,2.258,1
data\piano_phase3\C3\C3_v90_sustain_noped_t1.wav,C3,48,90,sustain,0,1.792,1
data\piano_phase3\C3\C3_v110_sustain_noped_t1.wav,C3,48,110,sustain,0,1.792,1
data\piano_phase3\C3\C3_v60_sustain_noped_t1.wav,C3,48,60,sustain,0,1.792,1
data\piano_phase3\C3\C3_v60_portato_noped_t1.wav,C3,48,60,portato,0,1.14,1
data\piano_phase3\C3\C3_v110_legato_noped_t1.wav,C3,48,110,legato,0,2.258,1
data\piano_phase3\C3\C3_v90_portato_ped_t1.wav,C3,48,90,portato,1,1.147,1
data\piano_phase3\C3\C3_v110_legato_ped_t1.wav,C3,48,110,legato,1,2.258,1
data\piano_phase3\C3\C3_v110_portato_noped_t1.wav,C3,48,110,portato,0,1.14,1
data\piano_phase3\C3\C3_v60_sustain_ped_t1.wav,C3,48,60,sustain,1,1.792,1
data\piano_phase3\C3\C3_v30_portato_ped_t1.wav,C3,48,30,portato,1,1.125,1
data\piano_phase3\C3\C3_v60_legato_ped_t1.wav,C3,48,60,legato,1,2.258,1
data\piano_phase3\C3\C3_v90_legato_ped_t1.wav,C3,48,90,legato,1,2.258,1
data\piano_phase3\C3\C3_v110_portato_ped_t1.wav,C3,48,110,portato,1,1.14,1
data\piano_phase3\C3\C3_v110_staccato_noped_t1.wav,C3,48,110,staccato,0,0.691,1
data\piano_phase3\C3\C3_v90_sustain_ped_t1.wav,C3,48,90,sustain,1,1.792,1
data\piano_phase3\C3\C3_v30_staccato_ped_t1.wav,C3,48,30,staccato,1,0.674,1
data\piano_phase3\C#3\C#3_v110_legato_ped_t1.wav,C#3,49,110,legato,1,2.264,1
data\piano_phase3\C#3\C#3_v110_portato_ped_t1.wav,C#3,49,110,portato,1,1.139,1
data\piano_phase3\C#3\C#3_v90_legato_noped_t1.wav,C#3,49,90,legato,0,2.263,1
data\piano_phase3\C#3\C#3_v30_sustain_ped_t1.wav,C#3,49,30,sustain,1,1.774,1
data\piano_phase3\C#3\C#3_v30_staccato_noped_t1.wav,C#3,49,30,staccato,0,0.669,1
data\piano_phase3\C#3\C#3_v90_staccato_noped_t1.wav,C#3,49,90,staccato,0,0.69,1
data\piano_phase3\C#3\C#3_v60_portato_noped_t1.wav,C#3,49,60,portato,0,1.138,1
data\piano_phase3\C#3\C#3_v110_portato_noped_t1.wav,C#3,49,110,portato,0,1.139,1
data\piano_phase3\C#3\C#3_v60_legato_noped_t1.wav,C#3,49,60,legato,0,2.258,1
data\piano_phase3\C#3\C#3_v90_legato_ped_t1.wav,C#3,49,90,legato,1,2.263,1
data\piano_phase3\C#3\C#3_v60_portato_ped_t1.wav,C#3,49,60,portato,1,1.138,1
data\piano_phase3\C#3\C#3_v110_legato_noped_t1.wav,C#3,49,110,legato,0,2.264,1
data\piano_phase3\C#3\C#3_v30_legato_noped_t1.wav,C#3,49,30,legato,0,2.244,1
data\piano_phase3\C#3\C#3_v60_staccato_noped_t1.wav,C#3,49,60,staccato,0,0.69,1
data\piano_phase3\C#3\C#3_v60_sustain_noped_t1.wav,C#3,49,60,sustain,0,1.788,1
data\piano_phase3\C#3\C#3_v90_portato_ped_t1.wav,C#3,49,90,portato,1,1.138,1
data\piano_phase3\C#3\C#3_v60_sustain_ped_t1.wav,C#3,49,60,sustain,1,1.788,1
data\piano_phase3\C#3\C#3_v90_staccato_ped_t1.wav,C#3,49,90,staccato,1,0.69,1
data\piano_phase3\C#3\C#3_v30_portato_ped_t1.wav,C#3,49,30,portato,1,1.13,1
data\piano_phase3\C#3\C#3_v30_legato_ped_t1.wav,C#3,49,30,legato,1,2.244,1
data\piano_phase3\C#3\C#3_v110_sustain_ped_t1.wav,C#3,49,110,sustain,1,1.788,1
data\piano_phase3\C#3\C#3_v60_staccato_ped_t1.wav,C#3,49,60,staccato,1,0.69,1
data\piano_phase3\D3\D3_v110_staccato_noped_t1.wav,D3,50,110,staccato,0,0.744,1
data\piano_phase3\D3\D3_v90_legato_noped_t1.wav,D3,50,90,legato,0,2.278,1
data\piano_phase3\D3\D3_v60_staccato_noped_t1.wav,D3,50,60,staccato,0,0.744,1
data\piano_phase3\D3\D3_v110_staccato_ped_t1.wav,D3,50,110,staccato,1,0.744,1
data\piano_phase3\D3\D3_v60_portato_noped_t1.wav,D3,50,60,portato,0,1.175,1
data\piano_phase3\D3\D3_v90_legato_ped_t1.wav,D3,50,90,legato,1,2.278,1
data\piano_phase3\D3\D3_v30_legato_noped_t1.wav,D3,50,30,legato,0,2.284,1
data\piano_phase3\D3\D3_v60_sustain_noped_t1.wav,D3,50,60,sustain,0,1.812,1
data\piano_phase3\D3\D3_v30_portato_ped_t1.wav,D3,50,30,portato,1,1.181,1
data\piano_phase3\D3\D3_v110_legato_ped_t1.wav,D3,50,110,legato,1,2.27,1
data\piano_phase3\D3\D3_v90_portato_noped_t1.wav,D3,50,90,portato,0,1.175,1
data\piano_phase3\D3\D3_v110_legato_noped_t1.wav,D3,50,110,legato,0,2.27,1
data\piano_phase3\D3\D3_v90_sustain_noped_t1.wav,D3,50,90,sustain,0,1.812,1
data\piano_phase3\D3\D3_v60_portato_ped_t1.wav,D3,50,60,portato,1,1.175,1
data\piano_phase3\D3\D3_v30_sustain_noped_t1.wav,D3,50,30,sustain,0,1.818,1
data\piano_phase3\D3\D3_v110_portato_ped_t1.wav,D3,50,110,portato,1,1.167,1
data\piano_phase3\D3\D3_v30_staccato_ped_t1.wav,D3,50,30,staccato,1,0.748,1
data\piano_phase3\D3\D3_v60_staccato_ped_t1.wav,D3,50,60,staccato,1,0.744,1
data\piano_phase3\D3\D3_v60_legato_ped_t1.wav,D3,50,60,legato,1,2.277,1
data\piano_phase3\D3\D3_v90_portato_ped_t1.wav,D3,50,90,portato,1,1.175,1
data\piano_phase3\D3\D3_v60_legato_noped_t1.wav,D3,50,60,legato,0,2.277,1
data\piano_phase3\D3\D3_v60_sustain_ped_t1.wav,D3,50,60,sustain,1,1.812,1
data\piano_phase3\D#3\D#3_v90_legato_ped_t1.wav,D#3,51,90,legato,1,2.267,1
data\piano_phase3\D#3\D#3_v60_portato_noped_t1.wav,D#3,51,60,portato,0,1.172,1
data\piano_phase3\D#3\D#3_v60_sustain_ped_t1.wav,D#3,51,60,sustain,1,1.818,1
data\piano_phase3\D#3\D#3_v110_staccato_ped_t1.wav,D#3,51,110,staccato,1,0.74,1
data\piano_phase3\D#3\D#3_v90_staccato_ped_t1.wav,D#3,51,90,staccato,1,0.744,1
data\piano_phase3\D#3\D#3_v30_staccato_noped_t1.wav,D#3,51,30,staccato,0,0.744,1
data\piano_phase3\D#3\D#3_v60_sustain_noped_t1.wav,D#3,51,60,sustain,0,1.818,1
data\piano_phase3\D#3\D#3_v110_staccato_noped_t1.wav,D#3,51,110,staccato,0,0.74,1
data\piano_phase3\D#3\D#3_v60_legato_ped_t1.wav,D#3,51,60,legato,1,2.264,1
data\piano_phase3\D#3\D#3_v30_legato_ped_t1.wav,D#3,51,30,legato,1,2.273,1
data\piano_phase3\D#3\D#3_v90_staccato_noped_t1.wav,D#3,51,90,staccato,0,0.744,1
data\piano_phase3\D#3\D#3_v110_sustain_noped_t1.wav,D#3,51,110,sustain,0,1.812,1
data\piano_phase3\D#3\D#3_v110_portato_ped_t1.wav,D#3,51,110,portato,1,1.165,1
data\piano_phase3\D#3\D#3_v30_legato_noped_t1.wav,D#3,51,30,legato,0,2.273,1
data\piano_phase3\D#3\D#3_v60_portato_ped_t1.wav,D#3,51,60,portato,1,1.172,1
data\piano_phase3\D#3\D#3_v90_sustain_ped_t1.wav,D#3,51,90,sustain,1,1.819,1
data\piano_phase3\D#3\D#3_v110_legato_noped_t1.wav,D#3,51,110,legato,0,2.26,1
data\piano_phase3\D#3\D#3_v30_portato_ped_t1.wav,D#3,51,30,portato,1,1.178,1
data\piano_phase3\D#3\D#3_v110_legato_ped_t1.wav,D#3,51,110,legato,1,2.26,1
data\piano_phase3\D#3\D#3_v90_legato_noped_t1.wav,D#3,51,90,legato,0,2.267,1
data\piano_phase3\D#3\D#3_v90_portato_noped_t1.wav,D#3,51,90,portato,0,1.172,1
data\piano_phase3\D#3\D#3_v90_portato_ped_t1.wav,D#3,51,90,portato,1,1.172,1
data\piano_phase3\E3\E3_v30_sustain_noped_t1.wav,E3,52,30,sustain,0,1.806,1
data\piano_phase3\E3\E3_v60_sustain_ped_t1.wav,E3,52,60,sustain,1,1.806,1
data\piano_phase3\E3\E3_v60_sustain_noped_t1.wav,E3,52,60,sustain,0,1.806,1
data\piano_phase3\E3\E3_v110_staccato_noped_t1.wav,E3,52,110,staccato,0,0.739,1
data\piano_phase3\E3\E3_v90_legato_ped_t1.wav,E3,52,90,legato,1,2.261,1
data\piano_phase3\E3\E3_v90_staccato_ped_t1.wav,E3,52,90,staccato,1,0.744,1
data\piano_phase3\E3\E3_v30_portato_ped_t1.wav,E3,52,30,portato,1,1.172,1
data\piano_phase3\E3\E3_v90_portato_ped_t1.wav,E3,52,90,portato,1,1.167,1
data\piano_phase3\E3\E3_v60_portato_ped_t1.wav,E3,52,60,portato,1,1.166,1
data\piano_phase3\E3\E3_v90_sustain_noped_t1.wav,E3,52,90,sustain,0,1.801,1
data\piano_phase3\E3\E3_v110_sustain_ped_t1.wav,E3,52,110,sustain,1,1.794,1
data\piano_phase3\E3\E3_v60_portato_noped_t1.wav,E3,52,60,portato,0,1.166,1
data\piano_phase3\E3\E3_v30_legato_noped_t1.wav,E3,52,30,legato,0,2.266,1
data\piano_phase3\E3\E3_v60_staccato_ped_t1.wav,E3,52,60,staccato,1,0.739,1
data\piano_phase3\E3\E3_v110_legato_noped_t1.wav,E3,52,110,legato,0,2.255,1
data\piano_phase3\E3\E3_v90_legato_noped_t1.wav,E3,52,90,legato,0,2.261,1
data\piano_phase3\E3\E3_v60_legato_noped_t1.wav,E3,52,60,legato,0,2.254,1
data\piano_phase3\E3\E3_v90_staccato_noped_t1.wav,E3,52,90,staccato,0,0.744,1
data\piano_phase3\E3\E3_v60_legato_ped_t1.wav,E3,52,60,legato,1,2.254,1
data\piano_phase3\E3\E3_v30_sustain_ped_t1.wav,E3,52,30,sustain,1,1.806,1
data\piano_phase3\E3\E3_v110_legato_ped_t1.wav,E3,52,110,legato,1,2.255,1
data\piano_phase3\E3\E3_v110_staccato_ped_t1.wav,E3,52,110,staccato,1,0.739,1
data\piano_phase3\F3\F3_v110_portato_ped_t1.wav,F3,53,110,portato,1,1.142,1
data\piano_phase3\F3\F3_v90_legato_ped_t1.wav,F3,53,90,legato,1,2.257,1
data\piano_phase3\F3\F3_v110_legato_noped_t1.wav,F3,53,110,legato,0,2.253,1
data\piano_phase3\F3\F3_v110_sustain_noped_t1.wav,F3,53,110,sustain,0,1.797,1
data\piano_phase3\F3\F3_v60_portato_ped_t1.wav,F3,53,60,portato,1,1.146,1
data\piano_phase3\F3\F3_v90_staccato_noped_t1.wav,F3,53,90,staccato,0,0.703,1
data\piano_phase3\F3\F3_v30_sustain_noped_t1.wav,F3,53,30,sustain,0,1.803,1
data\piano_phase3\F3\F3_v30_sustain_ped_t1.wav,F3,53,30,sustain,1,1.803,1
data\piano_phase3\F3\F3_v110_staccato_ped_t1.wav,F3,53,110,staccato,1,0.7,1
data\piano_phase3\F3\F3_v110_sustain_ped_t1.wav,F3,53,110,sustain,1,1.797,1
data\piano_phase3\F3\F3_v30_legato_noped_t1.wav,F3,53,30,legato,0,2.268,1
data\piano_phase3\F3\F3_v30_legato_ped_t1.wav,F3,53,30,legato,1,2.268,1
data\piano_phase3\F3\F3_v90_portato_ped_t1.wav,F3,53,90,portato,1,1.142,1
data\piano_phase3\F3\F3_v60_sustain_ped_t1.wav,F3,53,60,sustain,1,1.803,1
data\piano_phase3\F3\F3_v90_portato_noped_t1.wav,F3,53,90,portato,0,1.142,1
data\piano_phase3\F3\F3_v30_staccato_noped_t1.wav,F3,53,30,staccato,0,0.704,1
data\piano_phase3\F3\F3_v110_legato_ped_t1.wav,F3,53,110,legato,1,2.253,1
data\piano_phase3\F3\F3_v30_portato_ped_t1.wav,F3,53,30,portato,1,1.16,1
data\piano_phase3\F3\F3_v90_sustain_noped_t1.wav,F3,53,90,sustain,0,1.798,1
data\piano_phase3\F3\F3_v60_staccato_noped_t1.wav,F3,53,60,staccato,0,0.705,1
data\piano_phase3\F3\F3_v60_portato_noped_t1.wav,F3,53,60,portato,0,1.146,1
data\piano_phase3\F3\F3_v30_portato_noped_t1.wav,F3,53,30,portato,0,1.16,1
data\piano_phase3\F#3\F#3_v90_portato_noped_t1.wav,F#3,54,90,portato,0,1.145,1
data\piano_phase3\F#3\F#3_v30_legato_noped_t1.wav,F#3,54,30,legato,0,2.294,1
data\piano_phase3\F#3\F#3_v60_portato_noped_t1.wav,F#3,54,60,portato,0,1.149,1
data\piano_phase3\F#3\F#3_v110_sustain_noped_t1.wav,F#3,54,110,sustain,0,1.784,1
data\piano_phase3\F#3\F#3_v110_portato_ped_t1.wav,F#3,54,110,portato,1,1.143,1
data\piano_phase3\F#3\F#3_v90_legato_ped_t1.wav,F#3,54,90,legato,1,2.246,1
data\piano_phase3\F#3\F#3_v110_legato_ped_t1.wav,F#3,54,110,legato,1,2.245,1
data\piano_phase3\F#3\F#3_v30_sustain_noped_t1.wav,F#3,54,30,sustain,0,1.805,1
data\piano_phase3\F#3\F#3_v60_portato_ped_t1.wav,F#3,54,60,portato,1,1.149,1
data\piano_phase3\F#3\F#3_v110_portato_noped_t1.wav,F#3,54,110,portato,0,1.143,1
data\piano_phase3\F#3\F#3_v60_sustain_noped_t1.wav,F#3,54,60,sustain,0,1.795,1
data\piano_phase3\F#3\F#3_v90_sustain_ped_t1.wav,F#3,54,90,sustain,1,1.79,1
data\piano_phase3\F#3\F#3_v30_staccato_ped_t1.wav,F#3,54,30,staccato,1,0.715,1
data\piano_phase3\F#3\F#3_v90_staccato_noped_t1.wav,F#3,54,90,staccato,0,0.703,1
data\piano_phase3\F#3\F#3_v110_staccato_ped_t1.wav,F#3,54,110,staccato,1,0.699,1
data\piano_phase3\F#3\F#3_v30_portato_noped_t1.wav,F#3,54,30,portato,0,1.147,1
data\piano_phase3\F#3\F#3_v60_sustain_ped_t1.wav,F#3,54,60,sustain,1,1.795,1
data\piano_phase3\F#3\F#3_v110_staccato_noped_t1.wav,F#3,54,110,staccato,0,0.699,1
data\piano_phase3\F#3\F#3_v90_staccato_ped_t1.wav,F#3,54,90,staccato,1,0.703,1
data\piano_phase3\F#3\F#3_v110_legato_noped_t1.wav,F#3,54,110,legato,0,2.245,1
data\piano_phase3\F#3\F#3_v30_sustain_ped_t1.wav,F#3,54,30,sustain,1,1.805,1
data\piano_phase3\F#3\F#3_v30_legato_ped_t1.wav,F#3,54,30,legato,1,2.294,1
data\piano_phase3\G3\G3_v110_legato_ped_t1.wav,G3,55,110,legato,1,2.243,1
data\piano_phase3\G3\G3_v30_staccato_ped_t1.wav,G3,55,30,staccato,1,0.709,1
data\piano_phase3\G3\G3_v30_sustain_ped_t1.wav,G3,55,30,sustain,1,1.797,1
data\piano_phase3\G3\G3_v110_portato_noped_t1.wav,G3,55,110,portato,0,1.145,1
data\piano_phase3\G3\G3_v110_sustain_ped_t1.wav,G3,55,110,sustain,1,1.783,1
data\piano_phase3\G3\G3_v30_portato_ped_t1.wav,G3,55,30,portato,1,1.146,1
data\piano_phase3\G3\G3_v110_portato_ped_t1.wav,G3,55,110,portato,1,1.145,1
data\piano_phase3\G3\G3_v90_portato_noped_t1.wav,G3,55,90,portato,0,1.148,1
data\piano_phase3\G3\G3_v90_sustain_ped_t1.wav,G3,55,90,sustain,1,1.787,1
data\piano_phase3\G3\G3_v30_legato_ped_t1.wav,G3,55,30,legato,1,2.25,1
data\piano_phase3\G3\G3_v110_staccato_ped_t1.wav,G3,55,110,staccato,1,0.701,1
data\piano_phase3\G3\G3_v60_staccato_ped_t1.wav,G3,55,60,staccato,1,0.705,1
data\piano_phase3\G3\G3_v110_legato_noped_t1.wav,G3,55,110,legato,0,2.243,1
data\piano_phase3\G3\G3_v60_portato_ped_t1.wav,G3,55,60,portato,1,1.151,1
data\piano_phase3\G3\G3_v90_legato_noped_t1.wav,G3,55,90,legato,0,2.244,1
data\piano_phase3\G3\G3_v30_staccato_noped_t1.wav,G3,55,30,staccato,0,0.709,1
data\piano_phase3\G3\G3_v90_sustain_noped_t1.wav,G3,55,90,sustain,0,1.787,1
data\piano_phase3\G3\G3_v110_staccato_noped_t1.wav,G3,55,110,staccato,0,0.701,1
data\piano_phase3\G3\G3_v60_portato_noped_t1.wav,G3,55,60,portato,0,1.151,1
data\piano_phase3\G3\G3_v60_sustain_ped_t1.wav,G3,55,60,sustain,1,1.793,1
data\piano_phase3\G3\G3_v60_staccato_noped_t1.wav,G3,55,60,staccato,0,0.705,1
data\piano_phase3\G3\G3_v30_portato_noped_t1.wav,G3,55,30,portato,0,1.146,1
data\piano_phase3\G#3\G#3_v60_portato_ped_t1.wav,G#3,56,60,portato,1,1.147,1
data\piano_phase3\G#3\G#3_v90_portato_ped_t1.wav,G#3,56,90,portato,1,1.143,1
data\piano_phase3\G#3\G#3_v90_staccato_noped_t1.wav,G#3,56,90,staccato,0,0.688,1
data\piano_phase3\G#3\G#3_v110_sustain_noped_t1.wav,G#3,56,110,sustain,0,1.786,1
data\piano_phase3\G#3\G#3_v30_portato_ped_t1.wav,G#3,56,30,portato,1,1.161,1
data\piano_phase3\G#3\G#3_v110_staccato_noped_t1.wav,G#3,56,110,staccato,0,0.684,1
data\piano_phase3\G#3\G#3_v90_sustain_ped_t1.wav,G#3,56,90,sustain,1,1.792,1
data\piano_phase3\G#3\G#3_v60_legato_noped_t1.wav,G#3,56,60,legato,0,2.278,1
data\piano_phase3\G#3\G#3_v90_sustain_noped_t1.wav,G#3,56,90,sustain,0,1.792,1
data\piano_phase3\G#3\G#3_v30_sustain_ped_t1.wav,G#3,56,30,sustain,1,1.819,1
data\piano_phase3\G#3\G#3_v60_staccato_ped_t1.wav,G#3,56,60,staccato,1,0.692,1
data\piano_phase3\G#3\G#3_v60_staccato_noped_t1.wav,G#3,56,60,staccato,0,0.692,1
data\piano_phase3\G#3\G#3_v30_portato_noped_t1.wav,G#3,56,30,portato,0,1.161,1
data\piano_phase3\G#3\G#3_v30_staccato_noped_t1.wav,G#3,56,30,staccato,0,0.692,1
data\piano_phase3\G#3\G#3_v110_portato_noped_t1.wav,G#3,56,110,portato,0,1.143,1
data\piano_phase3\G#3\G#3_v30_sustain_noped_t1.wav,G#3,56,30,sustain,0,1.819,1
data\piano_phase3\G#3\G#3_v90_staccato_ped_t1.wav,G#3,56,90,staccato,1,0.688,1
data\piano_phase3\G#3\G#3_v90_legato_ped_t1.wav,G#3,56,90,legato,1,2.264,1
data\piano_phase3\G#3\G#3_v60_legato_ped_t1.wav,G#3,56,60,legato,1,2.278,1
data\piano_phase3\G#3\G#3_v110_legato_noped_t1.wav,G#3,56,110,legato,0,2.269,1
data\piano_phase3\G#3\G#3_v30_staccato_ped_t1.wav,G#3,56,30,staccato,1,0.692,1
data\piano_phase3\G#3\G#3_v60_sustain_ped_t1.wav,G#3,56,60,sustain,1,1.796,1
data\piano_phase3\A3\A3_v60_sustain_ped_t1.wav,A3,57,60,sustain,1,1.792,1
data\piano_phase3\A3\A3_v60_staccato_ped_t1.wav,A3,57,60,staccato,1,0.687,1
data\piano_phase3\A3\A3_v110_sustain_noped_t1.wav,A3,57,110,sustain,0,1.779,1
data\piano_phase3\A3\A3_v60_legato_noped_t1.wav,A3,57,60,legato,0,2.263,1
data\piano_phase3\A3\A3_v90_legato_noped_t1.wav,A3,57,90,legato,0,2.267,1
data\piano_phase3\A3\A3_v30_legato_noped_t1.wav,A3,57,30,legato,0,2.283,1
data\piano_phase3\A3\A3_v30_sustain_ped_t1.wav,A3,57,30,sustain,1,1.823,1
data\piano_phase3\A3\A3_v30_portato_ped_t1.wav,A3,57,30,portato,1,1.154,1
data\piano_phase3\A3\A3_v30_staccato_ped_t1.wav,A3,57,30,staccato,1,0.698,1
data\piano_phase3\A3\A3_v30_staccato_noped_t1.wav,A3,57,30,staccato,0,0.698,1
data\piano_phase3\A3\A3_v110_staccato_noped_t1.wav,A3,57,110,staccato,0,0.687,1
data\piano_phase3\A3\A3_v30_legato_ped_t1.wav,A3,57,30,legato,1,2.283,1
data\piano_phase3\A3\A3_v90_staccato_noped_t1.wav,A3,57,90,staccato,0,0.688,1
data\piano_phase3\A3\A3_v60_portato_ped_t1.wav,A3,57,60,portato,1,1.149,1
data\piano_phase3\A3\A3_v110_legato_ped_t1.wav,A3,57,110,legato,1,2.261,1
data\piano_phase3\A3\A3_v90_portato_noped_t1.wav,A3,57,90,portato,0,1.14,1
data\piano_phase3\A3\A3_v90_sustain_ped_t1.wav,A3,57,90,sustain,1,1.784,1
data\piano_phase3\A3\A3_v90_staccato_ped_t1.wav,A3,57,90,staccato,1,0.688,1
data\piano_phase3\A3\A3_v90_legato_ped_t1.wav,A3,57,90,legato,1,2.267,1
data\piano_phase3\A3\A3_v110_legato_noped_t1.wav,A3,57,110,legato,0,2.261,1
data\piano_phase3\A3\A3_v110_sustain_ped_t1.wav,A3,57,110,sustain,1,1.779,1
data\piano_phase3\A3\A3_v60_sustain_noped_t1.wav,A3,57,60,sustain,0,1.792,1
data\piano_phase3\A#3\A#3_v90_portato_ped_t1.wav,A#3,58,90,portato,1,1.143,1
data\piano_phase3\A#3\A#3_v110_sustain_ped_t1.wav,A#3,58,110,sustain,1,1.777,1
data\piano_phase3\A#3\A#3_v30_legato_ped_t1.wav,A#3,58,30,legato,1,2.295,1
data\piano_phase3\A#3\A#3_v60_sustain_noped_t1.wav,A#3,58,60,sustain,0,1.792,1
data\piano_phase3\A#3\A#3_v30_sustain_noped_t1.wav,A#3,58,30,sustain,0,1.803,1
data\piano_phase3\A#3\A#3_v90_sustain_ped_t1.wav,A#3,58,90,sustain,1,1.789,1
data\piano_phase3\A#3\A#3_v90_portato_noped_t1.wav,A#3,58,90,portato,0,1.143,1
data\piano_phase3\A#3\A#3_v60_legato_ped_t1.wav,A#3,58,60,legato,1,2.257,1
data\piano_phase3\A#3\A#3_v60_sustain_ped_t1.wav,A#3,58,60,sustain,1,1.792,1
data\piano_phase3\A#3\A#3_v90_staccato_ped_t1.wav,A#3,58,90,staccato,1,0.686,1
data\piano_phase3\A#3\A#3_v110_staccato_ped_t1.wav,A#3,58,110,staccato,1,0.683,1
data\piano_phase3\A#3\A#3_v60_staccato_noped_t1.wav,A#3,58,60,staccato,0,0.686,1
data\piano_phase3\A#3\A#3_v110_portato_noped_t1.wav,A#3,58,110,portato,0,1.139,1
data\piano_phase3\A#3\A#3_v30_portato_noped_t1.wav,A#3,58,30,portato,0,1.152,1
data\piano_phase3\A#3\A#3_v30_legato_noped_t1.wav,A#3,58,30,legato,0,2.295,1
data\piano_phase3\A#3\A#3_v90_staccato_noped_t1.wav,A#3,58,90,staccato,0,0.686,1
data\piano_phase3\A#3\A#3_v60_portato_ped_t1.wav,A#3,58,60,portato,1,1.147,1
data\piano_phase3\A#3\A#3_v90_legato_ped_t1.wav,A#3,58,90,legato,1,2.258,1
